 
;キャラクター番号(NO)
番号,14
 
;名前(NAME), 呼び名(CALLNAME)
名前,ＯＮＥ
呼び名,ＯＮＥ

;基礎(BASE)
基礎,体力,2000
基礎,気力,2000
 
;素質(TALENT)
素質,処女,
素質,反抗的,
素質,プライド高い,
素質,生意気,
素質,自制的,
素質,一線越えない,
素質,舌使い,
素質,汚臭敏感,
素質,腰使い,
素質,快感に素直,
素質,Ｖ敏感,
素質,Ｂ敏感,
素質,貧乳,
素質,美脚,
 
;能力(ABL)
能力,従順,0
能力,欲望,0
能力,技巧,0
能力,Ｃ感覚,0
能力,Ｖ感覚,0
能力,Ａ感覚,0
能力,Ｂ感覚,0
能力,奉仕精神,0
能力,露出癖,1
能力,レズっ気,0
能力,ＢＬっ気,0
能力,マゾっ気,0
能力,自慰中毒,0
能力,精液中毒,0
能力,レズ中毒,0
能力,苦痛中毒,0
能力,拘束中毒,0
能力,会話,0
能力,愛撫,0
能力,道具,0
能力,性交,0
能力,羞恥,0
能力,奉仕,0
能力,加虐,0
能力,異常,0
能力,使役,0
 
;経験(EXP)
 
;相性(RELATION)
相性,15,200,    ;ＩＡ
 
;装着物(EQUIP)
装着物,アクセサリ,2,     ;1,手袋、2,袖、3,羽衣
装着物,靴下,1,           ;1,ソックス、2,ニーソックス、3,ガーターストッキング、4,足袋
装着物,下半身下着,2,     ;1,ドロワーズ、2,パンティ、3,トランクス、4,パンティストッキング、5,褌
装着物,上半身下着,2,     ;1,ブラジャー、2,キャミソール、3,さらし、4,Ｔシャツ
装着物,下半身上着,0,     ;1,スカート、2,キュロット、3,ズボン、4,袴
装着物,上半身上着,0,     ;1,上着
装着物,全身上着,3,       ;1,和服、2,導師服、3,ワンピース
 
;キャラ情報(CSTR)
CSTR,二つ名,CeVIO
CSTR,登場名,ＯＮＥ
CSTR,ローマ字,-ARIA ON THE PLANETES-
CSTR,曲１,--
CSTR,曲２,--
 
;呼び方リスト(CSTR)
CSTR,基本敬称,
CSTR,呼び方リスト,あなた_マスター/月読アイ_アイちゃん/弦巻マキ_弦巻/水奈瀬コウ_コウさん/桜乃そら_そらさん/如月ついな_ついなちゃん/ＩＡ_お姉ちゃん/ギャラ子_ギャラ子さん
 
